,season,league_name,player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,minutes_90s,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
0,2023-2024,Premier-League,Alisson,br BRA,GK,Liverpool,31-152,1992,21.0,21.0,1890.0,21.0,19.0,0.9,73.0,55.0,75.3,13.0,6.0,2.0,7.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,18.9,0.25,0.9,0.04,54.0,159.0,34.0,791.0,100.0,15.3,25.2,103.0,36.9,34.6,234.0,12.0,5.1,26.0,1.24,17.1
1,2023-2024,Premier-League,Alphonse Areola,fr FRA,GK,West Ham,31-004,1993,23.0,23.0,2024.0,22.5,37.0,1.65,130.0,93.0,74.6,9.0,6.0,8.0,4.0,17.4,5.0,4.0,1.0,0.0,20.0,0.0,2.0,1.0,36.9,0.25,0.9,0.04,119.0,324.0,36.7,468.0,102.0,44.9,37.0,176.0,64.8,45.8,357.0,19.0,5.3,3.0,0.13,9.0
2,2023-2024,Premier-League,Daniel Bentley,eng ENG,GK,Wolves,30-233,1993,3.0,2.0,248.0,2.8,3.0,1.09,10.0,7.0,70.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.25,-0.5,-0.2,9.0,34.0,26.5,62.0,7.0,35.5,32.9,25.0,48.0,36.0,39.0,0.0,0.0,1.0,0.36,10.6
3,2023-2024,Premier-League,Martin Dúbravka,sk SVK,GK,Newcastle Utd,35-047,1989,12.0,11.0,995.0,11.1,27.0,2.44,79.0,51.0,69.6,3.0,2.0,6.0,2.0,18.2,4.0,3.0,1.0,0.0,25.0,0.0,1.0,0.0,29.8,0.33,2.8,0.25,30.0,89.0,33.7,251.0,75.0,18.7,26.9,88.0,47.7,36.9,166.0,11.0,6.6,10.0,0.9,11.5
4,2023-2024,Premier-League,Ederson,br BRA,GK,Manchester City,30-198,1993,25.0,25.0,2167.0,24.1,23.0,0.96,69.0,47.0,69.6,17.0,5.0,3.0,8.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,22.3,0.3,0.3,0.01,98.0,206.0,47.6,881.0,107.0,19.3,27.8,90.0,40.0,38.4,197.0,20.0,10.2,34.0,1.41,17.4
5,2023-2024,Premier-League,Łukasz Fabiański,pl POL,GK,West Ham,38-319,1985,5.0,3.0,316.0,3.5,9.0,2.56,20.0,11.0,60.0,2.0,0.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.9,0.3,-2.1,-0.6,19.0,51.0,37.3,81.0,19.0,45.7,36.0,25.0,56.0,43.6,64.0,5.0,7.8,1.0,0.28,8.3
6,2023-2024,Premier-League,Mark Flekken,nl NED,GK,Brentford,30-263,1993,25.0,25.0,2205.0,24.5,46.0,1.88,126.0,80.0,64.3,7.0,4.0,14.0,4.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,39.3,0.31,-6.7,-0.27,147.0,413.0,35.6,884.0,91.0,35.3,33.8,193.0,52.3,41.4,382.0,23.0,6.0,21.0,0.86,13.0
7,2023-2024,Premier-League,Wes Foderingham,eng ENG,GK,Sheffield Utd,33-048,1991,25.0,24.0,2199.0,24.4,63.0,2.58,165.0,106.0,63.6,3.0,4.0,17.0,1.0,4.2,4.0,3.0,0.0,1.0,0.0,0.0,8.0,4.0,57.5,0.34,-1.5,-0.06,171.0,518.0,33.0,650.0,83.0,55.1,40.5,214.0,74.8,53.2,404.0,17.0,4.2,34.0,1.39,15.4
8,2023-2024,Premier-League,Ivo Grbić,hr CRO,GK,Sheffield Utd,28-044,1996,2.0,2.0,141.0,1.6,3.0,1.91,4.0,1.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.51,-1.0,-0.61,11.0,24.0,45.8,38.0,9.0,28.9,28.6,21.0,61.9,47.0,36.0,4.0,11.1,1.0,0.64,8.9
9,2023-2024,Premier-League,Dean Henderson,eng ENG,GK,Crystal Palace,26-356,1997,8.0,8.0,720.0,8.0,20.0,2.5,45.0,25.0,57.8,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,17.3,0.37,-2.7,-0.33,36.0,123.0,29.3,190.0,23.0,42.6,36.8,47.0,89.4,58.6,106.0,2.0,1.9,10.0,1.25,17.3
10,2023-2024,Premier-League,Sam Johnstone,eng ENG,GK,Crystal Palace,30-343,1993,18.0,18.0,1616.0,18.0,23.0,1.28,59.0,37.0,64.4,5.0,5.0,8.0,6.0,33.3,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,17.0,0.26,-5.0,-0.28,98.0,298.0,32.9,399.0,58.0,52.4,40.1,121.0,73.6,52.0,295.0,23.0,7.8,10.0,0.56,10.7
11,2023-2024,Premier-League,Thomas Kaminski,be BEL,GK,Luton Town,31-131,1992,25.0,25.0,2250.0,25.0,51.0,2.04,146.0,96.0,66.4,5.0,5.0,15.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,52.1,0.36,2.1,0.08,172.0,543.0,31.7,726.0,101.0,53.2,40.1,227.0,69.2,48.8,382.0,14.0,3.7,48.0,1.92,18.6
12,2023-2024,Premier-League,Loris Karius,de GER,GK,Newcastle Utd,30-254,1993,1.0,1.0,90.0,1.0,4.0,4.0,7.0,4.0,42.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.29,-1.0,-0.99,3.0,18.0,16.7,27.0,5.0,48.1,36.3,9.0,55.6,41.8,10.0,1.0,10.0,3.0,3.0,19.5
13,2023-2024,Premier-League,Caoimhín Kelleher,ie IRL,GK,Liverpool,25-100,1998,5.0,5.0,450.0,5.0,6.0,1.2,19.0,13.0,68.4,5.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.5,0.29,-0.5,-0.1,17.0,62.0,27.4,192.0,19.0,28.1,29.3,19.0,42.1,36.7,37.0,3.0,8.1,8.0,1.6,18.5
14,2023-2024,Premier-League,Bernd Leno,de GER,GK,Fulham,31-364,1992,26.0,26.0,2340.0,26.0,42.0,1.62,132.0,93.0,72.7,9.0,5.0,12.0,6.0,23.1,6.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,40.4,0.27,1.4,0.05,102.0,304.0,33.6,934.0,106.0,23.7,28.5,124.0,66.9,49.6,313.0,10.0,3.2,30.0,1.15,15.0
15,2023-2024,Premier-League,Emiliano Martínez,ar ARG,GK,Aston Villa,31-182,1992,25.0,25.0,2250.0,25.0,34.0,1.36,103.0,72.0,67.0,15.0,4.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,35.9,0.36,4.9,0.2,83.0,216.0,38.4,893.0,119.0,19.7,27.2,114.0,35.1,33.6,270.0,27.0,10.0,54.0,2.16,18.9
16,2023-2024,Premier-League,Remi Matthews,eng ENG,GK,Crystal Palace,30-021,1994,1.0,0.0,4.0,0.0,1.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,-0.9,-19.2,0.0,5.0,0.0,4.0,0.0,100.0,53.8,1.0,100.0,63.0,1.0,1.0,100.0,0.0,0.0,3.5
17,2023-2024,Premier-League,Neto,br BRA,GK,Bournemouth,34-227,1989,23.0,23.0,2070.0,23.0,40.0,1.74,120.0,80.0,70.0,6.0,7.0,10.0,5.0,21.7,5.0,4.0,1.0,0.0,20.0,1.0,2.0,1.0,40.4,0.31,1.4,0.06,121.0,352.0,34.4,604.0,110.0,42.7,35.9,169.0,55.6,43.7,299.0,20.0,6.7,22.0,0.96,13.3
18,2023-2024,Premier-League,Robin Olsen,se SWE,GK,Aston Villa,34-054,1990,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23,-0.5,-0.54,5.0,12.0,41.7,37.0,3.0,29.7,28.0,2.0,50.0,35.0,11.0,0.0,0.0,1.0,1.0,23.0
19,2023-2024,Premier-League,André Onana,cm CMR,GK,Manchester Utd,27-335,1996,26.0,26.0,2340.0,26.0,36.0,1.38,127.0,92.0,74.0,14.0,2.0,10.0,7.0,26.9,3.0,3.0,0.0,0.0,0.0,1.0,7.0,1.0,37.3,0.28,2.3,0.09,100.0,327.0,30.6,892.0,93.0,29.5,30.4,120.0,53.3,42.5,402.0,19.0,4.7,29.0,1.12,14.9
20,2023-2024,Premier-League,Stefan Ortega,de GER,GK,Manchester City,31-117,1992,2.0,1.0,173.0,1.9,3.0,1.56,8.0,5.0,62.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.37,0.0,-0.02,7.0,25.0,28.0,84.0,5.0,27.4,29.9,2.0,100.0,59.5,15.0,1.0,6.7,4.0,2.08,18.8
21,2023-2024,Premier-League,Đorđe Petrović,rs SRB,GK,Chelsea,24-146,1999,10.0,9.0,817.0,9.1,16.0,1.76,52.0,37.0,71.2,5.0,1.0,3.0,2.0,22.2,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,12.7,0.24,-2.3,-0.25,28.0,87.0,32.2,261.0,41.0,23.0,27.9,54.0,50.0,39.5,138.0,7.0,5.1,14.0,1.54,17.0
22,2023-2024,Premier-League,Jordan Pickford,eng ENG,GK,Everton,29-361,1994,26.0,26.0,2340.0,26.0,34.0,1.31,107.0,75.0,72.9,8.0,7.0,11.0,8.0,30.8,5.0,5.0,0.0,0.0,0.0,0.0,8.0,2.0,31.8,0.25,-0.2,-0.01,252.0,591.0,42.6,853.0,93.0,56.6,41.3,189.0,57.1,46.1,373.0,16.0,4.3,39.0,1.5,17.4
23,2023-2024,Premier-League,Nick Pope,eng ENG,GK,Newcastle Utd,31-318,1992,14.0,14.0,1255.0,13.9,14.0,1.0,53.0,39.0,73.6,8.0,2.0,4.0,5.0,35.7,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.1,0.3,1.1,0.08,35.0,100.0,35.0,282.0,85.0,18.8,27.8,85.0,55.3,42.3,128.0,6.0,4.7,28.0,2.01,19.8
24,2023-2024,Premier-League,Ionuț Radu,ro ROU,GK,Bournemouth,26-279,1997,2.0,2.0,180.0,2.0,7.0,3.5,11.0,4.0,36.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.9,0.27,-4.1,-2.04,5.0,15.0,33.3,57.0,10.0,19.3,26.9,11.0,36.4,29.2,19.0,2.0,10.5,0.0,0.0,9.6
25,2023-2024,Premier-League,Aaron Ramsdale,eng ENG,GK,Arsenal,25-293,1998,5.0,5.0,450.0,5.0,4.0,0.8,10.0,6.0,60.0,4.0,1.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.3,0.23,-1.7,-0.34,13.0,45.0,28.9,133.0,25.0,26.3,29.5,18.0,55.6,43.3,35.0,3.0,8.6,9.0,1.8,18.3
26,2023-2024,Premier-League,David Raya,es ESP,GK,Arsenal,28-169,1995,21.0,21.0,1890.0,21.0,19.0,0.9,51.0,32.0,64.7,14.0,3.0,4.0,8.0,38.1,2.0,1.0,1.0,0.0,50.0,0.0,4.0,1.0,15.5,0.28,-2.5,-0.12,78.0,228.0,34.2,626.0,113.0,30.8,30.2,64.0,54.7,44.5,191.0,29.0,15.2,37.0,1.76,18.4
27,2023-2024,Premier-League,José Sá,pt POR,GK,Wolves,31-045,1993,24.0,24.0,2092.0,23.2,37.0,1.59,108.0,72.0,70.4,10.0,5.0,9.0,4.0,16.7,5.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,40.5,0.33,4.5,0.19,57.0,285.0,20.0,550.0,132.0,34.7,34.3,169.0,55.6,42.5,365.0,38.0,10.4,17.0,0.73,12.3
28,2023-2024,Premier-League,Robert Sánchez,es ESP,GK,Chelsea,26-105,1997,16.0,16.0,1433.0,15.9,25.0,1.57,78.0,52.0,70.5,5.0,4.0,7.0,3.0,18.8,3.0,2.0,1.0,0.0,33.3,0.0,3.0,0.0,24.2,0.28,-0.8,-0.05,61.0,147.0,41.5,516.0,87.0,21.3,28.1,91.0,40.7,33.7,202.0,19.0,9.4,27.0,1.7,15.8
29,2023-2024,Premier-League,Matz Sels,be BEL,GK,Nott'ham Forest,32-005,1992,4.0,4.0,360.0,4.0,8.0,2.0,15.0,7.0,46.7,1.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.9,0.33,-3.1,-0.78,8.0,36.0,22.2,70.0,14.0,42.9,34.9,17.0,35.3,32.1,52.0,1.0,1.9,2.0,0.5,12.6
30,2023-2024,Premier-League,Jason Steele,eng ENG,GK,Brighton,33-197,1990,14.0,14.0,1260.0,14.0,25.0,1.79,59.0,36.0,62.7,5.0,4.0,5.0,2.0,14.3,3.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,20.6,0.31,-2.4,-0.17,42.0,123.0,34.1,519.0,53.0,22.2,27.5,46.0,17.4,19.7,149.0,6.0,4.0,31.0,2.21,20.4
31,2023-2024,Premier-League,Thomas Strakosha,al ALB,GK,Brentford,28-349,1995,2.0,1.0,135.0,1.5,2.0,1.33,8.0,6.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,-0.5,-0.3,12.0,30.0,40.0,56.0,5.0,41.1,35.8,15.0,46.7,39.9,37.0,2.0,5.4,1.0,0.67,10.0
32,2023-2024,Premier-League,James Trafford,eng ENG,GK,Burnley,21-144,2002,26.0,26.0,2340.0,26.0,58.0,2.23,159.0,103.0,66.7,3.0,4.0,19.0,2.0,7.7,5.0,5.0,0.0,0.0,0.0,0.0,10.0,2.0,52.7,0.3,-3.3,-0.13,128.0,537.0,23.8,1200.0,157.0,33.3,31.1,178.0,77.0,53.6,394.0,30.0,7.6,38.0,1.46,14.6
33,2023-2024,Premier-League,Matt Turner,us USA,GK,Nott'ham Forest,29-252,1994,17.0,17.0,1530.0,17.0,28.0,1.65,80.0,52.0,67.5,4.0,5.0,8.0,2.0,11.8,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,22.1,0.26,-5.9,-0.35,126.0,280.0,45.0,436.0,99.0,42.7,35.7,136.0,69.1,47.0,296.0,30.0,10.1,18.0,1.06,13.3
34,2023-2024,Premier-League,Bart Verbruggen,nl NED,GK,Brighton,21-197,2002,12.0,12.0,1080.0,12.0,16.0,1.33,47.0,31.0,70.2,5.0,5.0,2.0,1.0,8.3,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.6,0.25,-2.4,-0.2,25.0,58.0,43.1,464.0,70.0,11.2,22.3,46.0,13.0,19.1,121.0,9.0,7.4,12.0,1.0,14.3
35,2023-2024,Premier-League,Guglielmo Vicario,it ITA,GK,Tottenham,27-147,1996,25.0,25.0,2250.0,25.0,38.0,1.52,112.0,76.0,71.4,14.0,5.0,6.0,5.0,20.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,42.3,0.33,6.3,0.25,40.0,184.0,21.7,902.0,144.0,17.3,25.4,156.0,17.9,23.6,367.0,23.0,6.3,53.0,2.12,17.0
36,2023-2024,Premier-League,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29-311,1994,5.0,5.0,450.0,5.0,12.0,2.4,22.0,10.0,50.0,1.0,0.0,4.0,1.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.9,0.31,-4.1,-0.83,28.0,60.0,46.7,130.0,21.0,25.4,29.6,44.0,61.4,44.3,92.0,3.0,3.3,2.0,0.4,10.3
0,2023-2024,Bundesliga,Noah Atubolu,de GER,GK,Freiburg,21-282,2002,24.0,24.0,2160.0,24.0,44.0,1.83,109.0,66.0,62.4,8.0,6.0,10.0,7.0,29.2,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,37.5,0.33,-5.5,-0.23,132.0,401.0,32.9,827.0,114.0,34.2,33.5,167.0,70.7,53.5,309.0,14.0,4.5,24.0,1.0,14.9
1,2023-2024,Bundesliga,Daniel Batz,de GER,GK,Mainz 05,33-050,1991,4.0,4.0,360.0,4.0,3.0,0.75,17.0,14.0,82.4,0.0,2.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4,0.15,-0.6,-0.15,18.0,58.0,31.0,132.0,14.0,38.6,34.7,21.0,33.3,34.8,38.0,4.0,10.5,2.0,0.5,11.3
2,2023-2024,Bundesliga,Oliver Baumann,de GER,GK,Hoffenheim,33-274,1990,23.0,23.0,2070.0,23.0,43.0,1.87,134.0,89.0,69.4,8.0,6.0,9.0,1.0,4.3,5.0,2.0,3.0,0.0,60.0,2.0,5.0,1.0,47.4,0.33,5.4,0.23,129.0,330.0,39.1,750.0,117.0,31.5,32.0,173.0,54.3,44.1,369.0,23.0,6.2,46.0,2.0,16.6
3,2023-2024,Bundesliga,Janis Blaswich,de GER,GK,RB Leipzig,32-305,1991,20.0,20.0,1800.0,20.0,28.0,1.4,70.0,42.0,64.3,10.0,3.0,7.0,5.0,25.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,23.0,0.29,-5.0,-0.25,54.0,151.0,35.8,781.0,83.0,15.0,25.9,129.0,26.4,31.0,229.0,14.0,6.1,35.0,1.75,17.7
4,2023-2024,Bundesliga,Fabian Bredlow,de GER,GK,Stuttgart,29-000,1995,3.0,3.0,270.0,3.0,3.0,1.0,19.0,16.0,84.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9,0.21,0.9,0.31,18.0,49.0,36.7,118.0,12.0,36.4,32.8,9.0,66.7,49.3,44.0,1.0,2.3,2.0,0.67,13.3
5,2023-2024,Bundesliga,Alexander Brunst,de GER,GK,Darmstadt 98,28-239,1995,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.25,-0.3,-0.25,12.0,36.0,33.3,38.0,2.0,71.1,47.6,9.0,100.0,66.8,24.0,1.0,4.2,0.0,0.0,10.3
6,2023-2024,Bundesliga,Koen Casteels,be BEL,GK,Wolfsburg,31-251,1992,19.0,19.0,1710.0,19.0,28.0,1.47,91.0,64.0,70.3,6.0,6.0,7.0,3.0,15.8,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,27.7,0.3,0.7,0.04,121.0,286.0,42.3,589.0,96.0,35.5,34.7,124.0,62.1,47.4,279.0,19.0,6.8,34.0,1.79,16.5
7,2023-2024,Bundesliga,Finn Dahmen,de GER,GK,Augsburg,25-341,1998,23.0,23.0,2070.0,23.0,41.0,1.78,124.0,83.0,71.8,6.0,8.0,9.0,0.0,0.0,9.0,6.0,2.0,1.0,25.0,0.0,9.0,2.0,39.7,0.26,0.7,0.03,121.0,335.0,36.1,901.0,69.0,30.5,32.3,129.0,46.5,41.9,343.0,22.0,6.4,36.0,1.57,14.1
8,2023-2024,Bundesliga,Jens Grahl,de GER,GK,Eint Frankfurt,35-162,1988,2.0,2.0,180.0,2.0,2.0,1.0,9.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.15,-0.6,-0.31,4.0,29.0,13.8,77.0,15.0,31.2,34.4,15.0,33.3,37.9,33.0,4.0,12.1,4.0,2.0,15.7
9,2023-2024,Bundesliga,Péter Gulácsi,hu HUN,GK,RB Leipzig,33-301,1990,3.0,3.0,270.0,3.0,2.0,0.67,6.0,4.0,66.7,2.0,1.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.21,-0.8,-0.28,3.0,14.0,21.4,71.0,8.0,7.0,24.8,24.0,37.5,34.3,36.0,0.0,0.0,6.0,2.0,18.4
10,2023-2024,Bundesliga,Lukáš Hrádecký,fi FIN,GK,Leverkusen,34-099,1989,22.0,22.0,1980.0,22.0,16.0,0.73,80.0,64.0,80.0,19.0,3.0,0.0,10.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.6,0.26,4.6,0.21,50.0,153.0,32.7,534.0,122.0,22.3,28.4,94.0,36.2,35.8,218.0,20.0,9.2,31.0,1.41,17.4
11,2023-2024,Bundesliga,Gregor Kobel,ch SUI,GK,Dortmund,26-087,1997,20.0,20.0,1735.0,19.3,25.0,1.3,94.0,69.0,78.7,10.0,7.0,3.0,6.0,30.0,6.0,5.0,1.0,0.0,16.7,0.0,5.0,1.0,28.9,0.26,4.9,0.26,93.0,206.0,45.1,730.0,81.0,21.0,28.4,124.0,42.7,38.7,271.0,5.0,1.8,13.0,0.67,12.5
12,2023-2024,Bundesliga,Matej Kovar,cz CZE,GK,Leverkusen,23-290,2000,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.15,0.4,0.44,0.0,0.0,0.0,17.0,6.0,0.0,22.1,0.0,0.0,0.0,3.0,1.0,33.3,1.0,1.0,15.0
13,2023-2024,Bundesliga,Alexander Meyer,de GER,GK,Dortmund,32-324,1991,4.0,3.0,335.0,3.7,5.0,1.34,11.0,7.0,54.5,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.27,-1.0,-0.28,9.0,30.0,30.0,167.0,19.0,14.4,27.6,20.0,30.0,34.5,49.0,5.0,10.2,0.0,0.0,10.1
14,2023-2024,Bundesliga,Kevin Müller,de GER,GK,Heidenheim,32-353,1991,23.0,23.0,2070.0,23.0,40.0,1.74,123.0,84.0,73.2,7.0,7.0,9.0,5.0,21.7,10.0,7.0,1.0,2.0,12.5,0.0,5.0,2.0,37.6,0.25,-0.4,-0.02,189.0,442.0,42.8,786.0,96.0,38.9,37.1,208.0,65.4,48.4,361.0,19.0,5.3,13.0,0.57,13.0
15,2023-2024,Bundesliga,Manuel Neuer,de GER,GK,Bayern Munich,37-341,1986,16.0,16.0,1440.0,16.0,21.0,1.31,61.0,39.0,68.9,11.0,1.0,4.0,6.0,37.5,3.0,2.0,1.0,0.0,33.3,0.0,1.0,0.0,18.5,0.26,-2.5,-0.16,50.0,110.0,45.5,547.0,83.0,17.9,27.8,75.0,16.0,27.0,154.0,7.0,4.5,15.0,0.94,15.5
